,XVal,YVal,ZVal
818,-6.96,-7.45,-1.47
819,-6.86,-7.45,-1.57
820,-6.86,-7.45,-1.47
821,-6.86,-7.45,-1.57
822,-6.96,-7.45,-1.47
823,-6.86,-7.45,-1.67
824,-6.96,-7.45,-1.47
825,-6.96,-7.26,-1.47
826,-6.96,-7.45,-1.47
827,-6.96,-7.45,-1.47
828,-6.96,-7.45,-1.57
829,-6.96,-7.45,-1.47
830,-6.96,-7.45,-1.47
831,-6.96,-7.45,-1.47
832,-6.96,-7.45,-1.57
833,-6.96,-7.45,-1.47
834,-6.96,-7.45,-1.47
835,-6.96,-7.45,-1.47
836,-6.86,-7.45,-1.47
837,-6.96,-7.45,-1.47
838,-6.96,-7.45,-1.47
839,-6.96,-7.45,-1.47
840,-6.86,-7.45,-1.47
841,-6.86,-7.45,-1.67
842,-6.96,-7.45,-1.47
843,-6.86,-7.45,-1.57
844,-6.96,-7.45,-1.57
845,-6.96,-7.45,-1.47
846,-6.86,-7.45,-1.47
847,-6.86,-7.45,-1.47
848,-6.96,-7.45,-1.57
849,-6.96,-7.45,-1.57
850,-6.86,-7.45,-1.57
851,-6.86,-7.45,-1.47
852,-6.96,-7.45,-1.57
853,-6.96,-7.26,-1.57
854,-6.96,-7.45,-1.47
855,-6.96,-7.45,-1.47
856,-6.96,-7.45,-1.47
857,-6.96,-7.26,-1.47
858,-6.96,-7.26,-1.47
859,-6.96,-7.45,-1.47
860,-6.96,-7.45,-1.47
861,-6.86,-7.45,-1.47
862,-6.96,-7.45,-1.47
863,-6.96,-7.45,-1.47
864,-6.96,-7.45,-1.47
865,-6.96,-7.45,-1.47
866,-6.86,-7.45,-1.47
867,-6.96,-7.45,-1.47
868,-6.77,-7.45,-1.47
869,-6.96,-7.45,-1.47
870,-6.96,-7.45,-1.47
871,-6.96,-7.45,-1.47
872,-6.96,-7.45,-1.47
873,-6.96,-7.45,-1.47
874,-6.96,-7.45,-1.47
875,-6.96,-7.45,-1.47
876,-6.96,-7.45,-1.57
877,-6.96,-7.45,-1.47
878,-6.96,-7.45,-1.47
879,-6.96,-7.45,-1.47
880,-6.96,-7.45,-1.47
881,-6.96,-7.45,-1.57
882,-6.86,-7.45,-1.47
883,-6.86,-7.45,-1.47
884,-6.86,-7.45,-1.47
885,-6.86,-7.45,-1.47
886,-6.96,-7.45,-1.57
887,-6.96,-7.45,-1.47
888,-6.96,-7.26,-1.47
889,-6.96,-7.45,-1.47
890,-6.96,-7.45,-1.47
891,-6.96,-7.26,-1.47
892,-6.96,-7.45,-1.47
893,-6.96,-7.45,-1.47
894,-6.96,-7.45,-1.47
895,-6.96,-7.45,-1.47
896,-6.96,-7.45,-1.47
897,-6.96,-7.45,-1.47
898,-6.96,-7.45,-1.47
899,-6.96,-7.45,-1.47
900,-6.96,-7.45,-1.47
901,-6.96,-7.45,-1.47
902,-6.96,-7.45,-1.47
903,-6.96,-7.45,-1.47
904,-6.96,-7.45,-1.47
905,-6.96,-7.45,-1.47
906,-6.96,-7.45,-1.47
907,-6.96,-7.45,-1.47
908,-6.96,-7.45,-1.47
909,-6.96,-7.26,-1.47
910,-6.96,-7.26,-1.57
911,-6.96,-7.26,-1.47
912,-6.96,-7.45,-1.47
913,-6.96,-7.45,-1.47
914,-6.96,-7.45,-1.57
915,-6.96,-7.45,-1.47
916,-6.96,-7.45,-1.47
917,-6.96,-7.45,-1.47
918,-6.96,-7.26,-1.47
919,-6.96,-7.45,-1.47
920,-6.96,-7.45,-1.47
921,-6.86,-7.45,-1.47
922,-6.86,-7.45,-1.47
923,-6.77,-7.45,-1.57
924,-6.86,-7.45,-1.57
925,-6.86,-7.45,-1.57
926,-6.96,-7.45,-1.57
927,-6.86,-7.45,-1.57
928,-6.86,-7.45,-1.57
929,-6.86,-7.45,-1.57
930,-6.86,-7.45,-1.67
931,-6.86,-7.45,-1.57
932,-6.86,-7.45,-1.57
933,-6.86,-7.45,-1.57
934,-6.96,-7.45,-1.57
935,-6.96,-7.45,-1.57
936,-6.96,-7.45,-1.47
937,-6.96,-7.45,-1.47
938,-6.86,-7.45,-1.47
939,-6.86,-7.45,-1.47
940,-6.96,-7.45,-1.47
941,-6.96,-7.45,-1.47
942,-6.96,-7.45,-1.47
943,-6.96,-7.45,-1.47
944,-6.96,-7.26,-1.47
945,-6.86,-7.26,-1.47
946,-6.96,-7.45,-1.47
947,-6.96,-7.45,-1.47
948,-6.96,-7.45,-1.47
949,-6.96,-7.26,-1.47
950,-6.96,-7.45,-1.47
951,-6.96,-7.45,-1.27
952,-6.96,-7.45,-1.47
953,-6.96,-7.26,-1.47
954,-6.96,-7.45,-1.27
955,-6.96,-7.45,-1.47
956,-6.96,-7.45,-1.47
957,-6.96,-7.45,-1.47
958,-6.96,-7.45,-1.47
959,-6.96,-7.26,-1.47
960,-6.96,-7.26,-1.47
961,-6.96,-7.45,-1.47
962,-6.96,-7.45,-1.47
963,-6.96,-7.45,-1.47
964,-6.96,-7.45,-1.47
965,-6.96,-7.45,-1.47
966,-6.96,-7.45,-1.47
967,-6.96,-7.45,-1.47
968,-6.96,-7.45,-1.47
969,-6.96,-7.45,-1.47
970,-6.96,-7.45,-1.57
971,-6.96,-7.45,-1.47
972,-6.96,-7.45,-1.47
973,-6.96,-7.45,-1.47
974,-6.96,-7.45,-1.57
975,-6.96,-7.45,-1.47
976,-6.96,-7.45,-1.47
977,-6.96,-7.45,-1.47
978,-6.96,-7.45,-1.47
979,-6.96,-7.45,-1.57
980,-6.96,-7.45,-1.47
981,-6.96,-7.45,-1.47
982,-6.96,-7.45,-1.47
983,-6.86,-7.45,-1.47
984,-6.96,-7.45,-1.57
985,-6.86,-7.45,-1.47
986,-6.86,-7.45,-1.47
987,-6.86,-7.45,-1.47
988,-6.96,-7.45,-1.47
989,-6.86,-7.45,-1.47
990,-6.96,-7.45,-1.47
991,-6.96,-7.45,-1.47
992,-6.96,-7.45,-1.47
993,-6.86,-7.45,-1.47
994,-6.96,-7.45,-1.47
995,-6.96,-7.45,-1.47
996,-6.96,-7.45,-1.47
997,-6.96,-7.45,-1.47
998,-6.96,-7.45,-1.47
999,-6.96,-7.45,-1.47
1000,-6.96,-7.45,-1.47
1001,-6.86,-7.45,-1.47
1002,-6.86,-7.45,-1.47
1003,-6.96,-7.45,-1.47
1004,-6.96,-7.45,-1.47
1005,-6.96,-7.45,-1.57
1006,-6.96,-7.45,-1.57
1007,-6.96,-7.45,-1.57
1008,-6.96,-7.45,-1.47
1009,-6.96,-7.45,-1.57
1010,-6.96,-7.45,-1.47
1011,-6.96,-7.45,-1.47
1012,-6.96,-7.45,-1.47
1013,-6.96,-7.45,-1.47
1014,-6.96,-7.45,-1.57
1015,-6.96,-7.45,-1.47
1016,-6.96,-7.26,-1.57
1017,-6.96,-7.55,-1.57
1018,-6.86,-7.45,-1.57
1019,-6.77,-7.45,-1.67
1020,-6.96,-7.45,-1.47
1021,-6.96,-7.45,-1.47
1022,-6.96,-7.45,-1.57
1023,-6.96,-7.45,-1.47
1024,-6.96,-7.45,-1.47
1025,-6.86,-7.45,-1.47
1026,-6.96,-7.45,-1.47
1027,-6.96,-7.45,-1.47
1028,-6.96,-7.45,-1.47
1029,-6.96,-7.45,-1.57
1030,-6.96,-7.45,-1.57
1031,-6.96,-7.45,-1.47
1032,-6.96,-7.45,-1.47
1033,-6.96,-7.45,-1.47
1034,-6.96,-7.45,-1.47
1035,-6.96,-7.45,-1.47
1036,-6.96,-7.26,-1.47
1037,-6.96,-7.45,-1.47
1038,-6.96,-7.45,-1.47
1039,-6.96,-7.45,-1.47
1040,-6.96,-7.26,-1.47
1041,-6.96,-7.45,-1.47
1042,-6.86,-7.45,-1.47
1043,-6.86,-7.45,-1.47
1044,-6.86,-7.45,-1.47
1045,-6.96,-7.45,-1.47
1046,-6.96,-7.45,-1.47
1047,-6.96,-7.45,-1.47
1048,-6.96,-7.45,-1.47
1049,-6.86,-7.45,-1.47
1050,-6.96,-7.45,-1.47
1051,-6.96,-7.45,-1.47
1052,-6.96,-7.45,-1.47
1053,-6.96,-7.45,-1.47
1054,-6.86,-7.45,-1.47
1055,-6.96,-7.45,-1.47
1056,-6.96,-7.26,-1.47
1057,-6.96,-7.45,-1.47
1058,-6.96,-7.45,-1.47
1059,-6.96,-7.45,-1.47
1060,-6.96,-7.45,-1.47
1061,-6.96,-7.45,-1.47
1062,-6.96,-7.45,-1.47
1063,-6.96,-7.45,-1.47
1064,-6.96,-7.45,-1.47
1065,-6.96,-7.45,-1.47
1066,-6.96,-7.45,-1.47
1067,-6.86,-7.45,-1.47
1068,-6.96,-7.45,-1.47
1069,-6.96,-7.45,-1.47
1070,-6.96,-7.45,-1.47
1071,-6.96,-7.45,-1.47
1072,-6.96,-7.45,-1.47
1073,-6.96,-7.45,-1.47
1074,-6.86,-7.45,-1.47
1075,-6.96,-7.45,-1.47
1076,-6.86,-7.45,-1.47
1077,-6.96,-7.45,-1.47
1078,-6.86,-7.45,-1.47
1079,-6.86,-7.45,-1.57
1080,-6.96,-7.45,-1.47
1081,-6.86,-7.55,-1.47
1082,-6.86,-7.45,-1.57
1083,-6.96,-7.45,-1.57
1084,-6.86,-7.45,-1.57
1085,-6.86,-7.45,-1.57
1086,-6.96,-7.45,-1.57
1087,-6.96,-7.45,-1.47
1088,-6.86,-7.45,-1.57
1089,-6.86,-7.45,-1.47
1090,-6.86,-7.45,-1.47
1091,-6.96,-7.45,-1.47
1092,-6.96,-7.45,-1.47
1093,-6.96,-7.45,-1.47
1094,-6.96,-7.45,-1.47
1095,-6.96,-7.45,-1.47
1096,-6.96,-7.45,-1.57
1097,-6.96,-7.45,-1.47
1098,-6.96,-7.45,-1.47
1099,-6.96,-7.45,-1.57
1100,-6.96,-7.45,-1.47
1101,-6.96,-7.45,-1.47
1102,-6.96,-7.45,-1.47
1103,-6.96,-7.45,-1.47
1104,-6.96,-7.45,-1.47
1105,-6.96,-7.45,-1.47
1106,-6.96,-7.45,-1.47
1107,-6.96,-7.45,-1.47
1108,-6.96,-7.45,-1.47
1109,-6.96,-7.45,-1.47
1110,-6.96,-7.45,-1.47
1111,-6.96,-7.45,-1.57
1112,-6.96,-7.45,-1.57
1113,-6.96,-7.55,-1.57
1114,-6.86,-7.45,-1.57
1115,-6.96,-7.45,-1.47
1116,-6.96,-7.45,-1.57
1117,-6.96,-7.26,-1.47
1118,-6.96,-7.26,-1.47
1119,-6.96,-7.26,-1.47
1120,-6.86,-7.45,-1.47
1121,-6.96,-7.45,-1.47
1122,-6.86,-7.45,-1.47
1123,-6.96,-7.45,-1.57
1124,-6.86,-7.26,-1.47
1125,-6.96,-7.26,-1.47
1126,-6.96,-7.26,-1.47
1127,-6.86,-7.26,-1.47
1128,-6.96,-7.26,-1.47
1129,-6.96,-7.26,-1.47
1130,-6.96,-7.45,-1.47
1131,-6.96,-7.26,-1.57
1132,-6.96,-7.45,-1.57
1133,-6.96,-7.45,-1.57
1134,-6.96,-7.45,-1.57
1135,-6.96,-7.45,-1.57
1136,-6.96,-7.45,-1.57
1137,-6.96,-7.45,-1.47
1138,-6.96,-7.45,-1.47
1139,-6.96,-7.45,-1.47
1140,-6.96,-7.45,-1.47
1141,-6.96,-7.45,-1.47
1142,-6.96,-7.26,-1.47
1143,-6.96,-7.45,-1.47
1144,-6.96,-7.45,-1.47
1145,-6.96,-7.45,-1.47
1146,-6.96,-7.45,-1.47
1147,-6.96,-7.45,-1.47
1148,-6.96,-7.45,-1.47
1149,-6.96,-7.45,-1.47
1150,-6.96,-7.45,-1.47
1151,-6.86,-7.45,-1.47
1152,-6.96,-7.45,-1.47
1153,-6.96,-7.45,-1.57
1154,-6.96,-7.45,-1.47
1155,-6.96,-7.45,-1.47
1156,-6.86,-7.45,-1.47
1157,-6.96,-7.45,-1.47
1158,-6.96,-7.45,-1.47
1159,-6.96,-7.45,-1.47
1160,-6.96,-7.45,-1.47
1161,-6.96,-7.45,-1.47
1162,-6.86,-7.26,-1.47
1163,-6.86,-7.26,-1.47
1164,-6.96,-7.45,-1.47
1165,-6.96,-7.26,-1.47
1166,-6.96,-7.26,-1.47
1167,-6.96,-7.45,-1.47
1168,-6.96,-7.45,-1.47
1169,-6.96,-7.45,-1.47
1170,-6.96,-7.45,-1.47
1171,-6.96,-7.45,-1.47
1172,-6.96,-7.45,-1.47
1173,-6.96,-7.45,-1.47
1174,-6.96,-7.45,-1.47
1175,-6.96,-7.45,-1.47
1176,-6.96,-7.45,-1.47
1177,-6.96,-7.45,-1.47
1178,-6.96,-7.45,-1.47
1179,-7.16,-7.45,-1.47
1180,-6.96,-7.45,-1.47
1181,-6.96,-7.45,-1.47
1182,-6.96,-7.45,-1.47
1183,-6.96,-7.45,-1.47
1184,-6.96,-7.45,-1.57
1185,-6.96,-7.45,-1.47
1186,-6.96,-7.45,-1.47
1187,-6.96,-7.26,-1.47
1188,-6.96,-7.45,-1.47
1189,-6.96,-7.26,-1.57
1190,-6.86,-7.45,-1.57
1191,-6.96,-7.45,-1.47
1192,-6.86,-7.45,-1.57
1193,-6.96,-7.45,-1.57
1194,-6.96,-7.45,-1.57
1195,-6.96,-7.45,-1.47
1196,-6.86,-7.45,-1.47
1197,-6.86,-7.45,-1.47
1198,-6.86,-7.45,-1.47
1199,-6.96,-7.45,-1.47
1200,-6.96,-7.45,-1.47
1201,-6.96,-7.45,-1.47
1202,-6.96,-7.45,-1.47
1203,-6.86,-7.45,-1.57
1204,-6.96,-7.45,-1.57
1205,-6.96,-7.45,-1.57
1206,-6.96,-7.45,-1.57
1207,-6.96,-7.45,-1.47
1208,-6.96,-7.45,-1.47
1209,-6.96,-7.45,-1.47
1210,-6.96,-7.45,-1.47
1211,-6.96,-7.45,-1.47
1212,-6.86,-7.45,-1.47
1213,-6.96,-7.45,-1.47
1214,-6.96,-7.45,-1.47
1215,-6.96,-7.45,-1.47
1216,-6.96,-7.45,-1.47
1217,-6.96,-7.45,-1.47
1218,-6.96,-7.45,-1.47
1219,-6.96,-7.45,-1.47
1220,-6.96,-7.45,-1.47
1221,-6.96,-7.45,-1.57
1222,-6.96,-7.45,-1.47
1223,-6.86,-7.45,-1.47
1224,-6.96,-7.45,-1.47
1225,-6.86,-7.45,-1.47
1226,-6.86,-7.45,-1.47
1227,-6.86,-7.45,-1.47
1228,-6.96,-7.45,-1.47
1229,-6.96,-7.26,-1.47
1230,-6.96,-7.45,-1.47
1231,-6.96,-7.45,-1.47
1232,-6.96,-7.45,-1.47
1233,-6.96,-7.45,-1.47
1234,-6.96,-7.45,-1.47
1235,-6.96,-7.45,-1.47
1236,-6.86,-7.45,-1.47
1237,-6.86,-7.45,-1.67
1238,-6.86,-7.45,-1.47
1239,-6.86,-7.45,-1.47
1240,-6.86,-7.45,-1.47
1241,-6.86,-7.16,-1.57
1242,-6.96,-7.45,-1.47
1243,-6.86,-7.45,-1.57
1244,-6.96,-7.45,-1.47
1245,-6.96,-7.45,-1.57
1246,-6.96,-7.45,-1.57
1247,-6.96,-7.45,-1.57
1248,-6.96,-7.45,-1.47
1249,-6.96,-7.45,-1.47
1250,-6.86,-7.45,-1.47
1251,-6.96,-7.45,-1.47
1252,-6.96,-7.45,-1.47
1253,-6.96,-7.45,-1.47
1254,-6.96,-7.26,-1.47
1255,-6.96,-7.45,-1.57
1256,-6.96,-7.45,-1.57
1257,-6.96,-7.45,-1.47
1258,-6.96,-7.45,-1.47
1259,-6.96,-7.45,-1.47
1260,-6.86,-7.45,-1.47
1261,-6.96,-7.26,-1.67
1262,-6.86,-7.45,-1.47
1263,-6.86,-7.45,-1.47
1264,-6.86,-7.45,-1.47
1265,-6.96,-7.45,-1.47
1266,-6.96,-7.45,-1.47
1267,-6.96,-7.26,-1.47
1268,-6.96,-7.45,-1.47
1269,-6.96,-7.26,-1.47
1270,-6.96,-7.26,-1.57
1271,-6.96,-7.26,-1.57
1272,-6.86,-7.45,-1.57
1273,-6.86,-7.16,-1.47
1274,-6.86,-7.45,-1.47
1275,-6.86,-7.45,-1.47
1276,-6.86,-7.45,-1.47
1277,-6.86,-7.45,-1.67
1278,-6.86,-7.45,-1.47
1279,-6.96,-7.45,-1.47
1280,-6.96,-7.45,-1.47
1281,-6.96,-7.45,-1.57
1282,-6.96,-7.45,-1.47
1283,-6.96,-7.45,-1.57
1284,-6.96,-7.45,-1.57
1285,-6.96,-7.45,-1.47
1286,-6.96,-7.45,-1.47
1287,-6.96,-7.26,-1.47
1288,-6.96,-7.45,-1.47
1289,-6.96,-7.45,-1.47
1290,-6.96,-7.45,-1.47
1291,-6.96,-7.45,-1.47
1292,-6.96,-7.45,-1.47
1293,-6.96,-7.45,-1.47
1294,-6.96,-7.45,-1.47
1295,-6.96,-7.45,-1.47
1296,-6.96,-7.45,-1.47
1297,-6.96,-7.45,-1.47
1298,-6.96,-7.45,-1.47
1299,-6.96,-7.45,-1.47
1300,-6.96,-7.45,-1.47
1301,-6.96,-7.45,-1.47
1302,-6.96,-7.45,-1.47
1303,-6.96,-7.45,-1.57
1304,-6.96,-7.26,-1.57
1305,-6.96,-7.26,-1.57
1306,-6.86,-7.45,-1.57
1307,-6.96,-7.26,-1.57
1308,-6.86,-7.45,-1.47
1309,-6.96,-7.45,-1.47
1310,-6.96,-7.45,-1.57
1311,-6.96,-7.26,-1.47
1312,-6.96,-7.26,-1.47
1313,-6.96,-7.45,-1.47
1314,-6.96,-7.45,-1.47
1315,-6.96,-7.45,-1.47
1316,-6.96,-7.45,-1.57
1317,-6.96,-7.45,-1.67
1318,-6.96,-7.45,-1.57
1319,-6.96,-7.26,-1.57
1320,-6.96,-7.45,-1.57
1321,-6.86,-7.45,-1.57
1322,-6.86,-7.45,-1.47
1323,-6.86,-7.45,-1.47
1324,-6.86,-7.45,-1.47
1325,-6.96,-7.45,-1.47
1326,-6.96,-7.45,-1.67
1327,-6.96,-7.45,-1.57
1328,-6.96,-7.45,-1.57
1329,-6.96,-7.26,-1.47
1330,-6.96,-7.26,-1.47
1331,-6.96,-7.45,-1.47
1332,-6.96,-7.45,-1.47
1333,-6.96,-7.45,-1.47
1334,-6.96,-7.45,-1.47
1335,-6.96,-7.45,-1.27
1336,-6.96,-7.45,-1.47
1337,-6.96,-7.45,-1.47
1338,-6.86,-7.45,-1.47
1339,-6.86,-7.45,-1.57
1340,-6.86,-7.45,-1.57
1341,-6.96,-7.45,-1.57
1342,-6.96,-7.45,-1.47
1343,-6.96,-7.45,-1.47
1344,-6.96,-7.45,-1.47
1345,-6.96,-7.45,-1.57
1346,-6.96,-7.45,-1.47
1347,-6.96,-7.45,-1.57
1348,-6.86,-7.45,-1.47
1349,-6.86,-7.45,-1.47
1350,-6.96,-7.45,-1.47
1351,-6.86,-7.45,-1.47
1352,-6.96,-7.45,-1.47
1353,-6.86,-7.45,-1.47
1354,-6.86,-7.45,-1.47
1355,-6.96,-7.45,-1.47
1356,-6.96,-7.45,-1.47
1357,-6.86,-7.45,-1.47
1358,-6.86,-7.45,-1.47
1359,-6.96,-7.45,-1.47
1360,-6.96,-7.45,-1.47
1361,-6.96,-7.45,-1.57
1362,-6.96,-7.45,-1.47
1363,-6.96,-7.45,-1.47
1364,-6.96,-7.45,-1.47
1365,-6.96,-7.45,-1.47
1366,-6.96,-7.45,-1.67
1367,-6.96,-7.45,-1.47
1368,-6.96,-7.45,-1.47
1369,-6.96,-7.26,-1.47
1370,-6.96,-7.45,-1.47
1371,-6.96,-7.45,-1.47
1372,-6.96,-7.45,-1.57
1373,-6.96,-7.45,-1.47
1374,-6.96,-7.45,-1.47
1375,-6.96,-7.45,-1.47
1376,-6.96,-7.45,-1.47
1377,-6.86,-7.45,-1.47
1378,-6.86,-7.45,-1.47
1379,-6.96,-7.45,-1.47
1380,-6.96,-7.45,-1.47
1381,-6.96,-7.45,-1.47
1382,-6.96,-7.45,-1.47
1383,-6.96,-7.45,-1.47
1384,-6.96,-7.45,-1.47
1385,-6.96,-7.45,-1.47
1386,-6.96,-7.45,-1.47
1387,-6.96,-7.45,-1.47
1388,-6.96,-7.45,-1.47
1389,-6.96,-7.26,-1.47
1390,-6.96,-7.45,-1.47
1391,-6.96,-7.45,-1.47
1392,-6.96,-7.26,-1.47
1393,-6.96,-7.45,-1.47
1394,-6.96,-7.45,-1.47
1395,-6.96,-7.45,-1.57
1396,-6.96,-7.45,-1.57
1397,-6.96,-7.45,-1.47
1398,-6.96,-7.26,-1.47
1399,-6.96,-7.45,-1.47
1400,-6.96,-7.45,-1.47
1401,-6.96,-7.55,-1.47
1402,-6.86,-7.45,-1.47
1403,-6.86,-7.45,-1.57
1404,-6.96,-7.45,-1.47
1405,-6.86,-7.45,-1.47
1406,-6.96,-7.45,-1.47
1407,-6.96,-7.45,-1.47
1408,-6.96,-7.45,-1.47
1409,-6.96,-7.45,-1.47
1410,-6.96,-7.45,-1.47
1411,-6.96,-7.45,-1.47
1412,-6.96,-7.45,-1.47
1413,-6.96,-7.45,-1.47
1414,-6.96,-7.45,-1.47
1415,-6.96,-7.45,-1.47
1416,-6.96,-7.45,-1.47
1417,-6.86,-7.45,-1.47
1418,-6.96,-7.45,-1.47
1419,-6.96,-7.45,-1.47
1420,-6.96,-7.45,-1.47
1421,-6.96,-7.45,-1.27
1422,-6.96,-7.45,-1.47
1423,-6.96,-7.45,-1.57
1424,-6.96,-7.45,-1.47
1425,-6.86,-7.45,-1.47
1426,-6.86,-7.45,-1.47
1427,-6.86,-7.45,-1.47
1428,-6.96,-7.45,-1.57
1429,-6.96,-7.45,-1.47
1430,-6.96,-7.45,-1.57
1431,-6.96,-7.45,-1.57
1432,-6.96,-7.45,-1.47
1433,-6.96,-7.55,-1.47
1434,-6.96,-7.45,-1.47
1435,-6.86,-7.45,-1.47
1436,-6.86,-7.45,-1.47
1437,-6.96,-7.45,-1.47
1438,-6.96,-7.45,-1.47
1439,-6.96,-7.45,-1.47
1440,-6.96,-7.45,-1.47
1441,-6.96,-7.45,-1.57
1442,-6.86,-7.45,-1.57
1443,-6.96,-7.45,-1.57
1444,-6.96,-7.45,-1.47
1445,-6.96,-7.45,-1.47
1446,-6.96,-7.45,-1.47
1447,-6.96,-7.45,-1.47
1448,-6.96,-7.45,-1.57
1449,-6.86,-7.26,-1.47
1450,-6.86,-7.45,-1.47
1451,-6.86,-7.45,-1.47
1452,-6.96,-7.45,-1.47
1453,-6.96,-7.45,-1.47
1454,-6.96,-7.45,-1.57
1455,-6.96,-7.45,-1.47
1456,-6.96,-7.45,-1.47
1457,-6.96,-7.45,-1.47
1458,-6.96,-7.45,-1.47
1459,-6.96,-7.45,-1.47
1460,-6.96,-7.45,-1.47
1461,-6.96,-7.45,-1.47
1462,-6.96,-7.45,-1.47
1463,-6.86,-7.45,-1.57
1464,-6.96,-7.45,-1.47
1465,-6.96,-7.45,-1.47
1466,-6.96,-7.45,-1.47
1467,-6.86,-7.45,-1.47
1468,-6.96,-7.45,-1.57
1469,-6.96,-7.45,-1.47
1470,-6.96,-7.45,-1.47
1471,-6.96,-7.45,-1.47
1472,-6.96,-7.45,-1.47
1473,-6.96,-7.45,-1.47
1474,-6.96,-7.45,-1.47
1475,-6.96,-7.45,-1.47
1476,-6.96,-7.45,-1.47
1477,-6.96,-7.45,-1.47
1478,-6.96,-7.45,-1.47
1479,-6.96,-7.45,-1.47
1480,-6.96,-7.45,-1.47
1481,-6.96,-7.45,-1.47
1482,-6.96,-7.45,-1.47
1483,-6.86,-7.45,-1.47
1484,-6.86,-7.45,-1.57
1485,-6.86,-7.45,-1.47
1486,-6.96,-7.45,-1.47
1487,-6.96,-7.45,-1.47
1488,-6.96,-7.45,-1.47
1489,-6.86,-7.26,-1.47
1490,-6.86,-7.45,-1.47
1491,-6.86,-7.45,-1.47
1492,-6.96,-7.45,-1.47
1493,-6.86,-7.45,-1.47
1494,-6.86,-7.45,-1.57
1495,-6.96,-7.45,-1.57
1496,-6.86,-7.45,-1.47
1497,-6.96,-7.45,-1.47
1498,-6.86,-7.45,-1.47
1499,-6.86,-7.45,-1.47
1500,-6.86,-7.45,-1.47
1501,-6.96,-7.45,-1.47
1502,-6.96,-7.45,-1.47
1503,-6.96,-7.45,-1.47
1504,-6.96,-7.45,-1.47
1505,-6.96,-7.45,-1.47
1506,-6.96,-7.45,-1.57
1507,-6.96,-7.45,-1.47
1508,-6.96,-7.45,-1.57
1509,-6.96,-7.45,-1.47
1510,-6.96,-7.45,-1.47
1511,-6.96,-7.45,-1.47
1512,-6.96,-7.45,-1.57
1513,-6.96,-7.45,-1.57
1514,-6.96,-7.45,-1.57
1515,-6.96,-7.45,-1.57
1516,-6.96,-7.45,-1.47
1517,-6.96,-7.45,-1.57
1518,-6.96,-7.45,-1.47
1519,-6.96,-7.45,-1.47
1520,-6.96,-7.45,-1.47
1521,-6.96,-7.45,-1.47
1522,-6.96,-7.45,-1.47
1523,-6.96,-7.45,-1.47
1524,-6.96,-7.45,-1.47
1525,-6.96,-7.45,-1.47
1526,-6.96,-7.45,-1.47
1527,-6.96,-7.45,-1.47
1528,-6.96,-7.45,-1.47
1529,-6.96,-7.26,-1.47
1530,-6.96,-7.45,-1.47
1531,-6.96,-7.45,-1.47
1532,-6.96,-7.45,-1.47
1533,-6.96,-7.45,-1.47
1534,-6.96,-7.45,-1.47
1535,-6.96,-7.45,-1.47
1536,-6.96,-7.45,-1.47
1537,-6.96,-7.45,-1.47
1538,-6.96,-7.26,-1.47
1539,-6.96,-7.45,-1.47
1540,-6.96,-7.45,-1.57
1541,-6.96,-7.45,-1.57
1542,-6.96,-7.26,-1.47
1543,-6.96,-7.26,-1.47
1544,-6.96,-7.45,-1.47
1545,-6.96,-7.45,-1.47
1546,-6.96,-7.45,-1.47
1547,-6.96,-7.45,-1.47
1548,-6.96,-7.45,-1.47
1549,-6.96,-7.45,-1.47
1550,-6.96,-7.45,-1.47
1551,-6.96,-7.45,-1.47
1552,-6.86,-7.45,-1.47
1553,-6.86,-7.45,-1.47
1554,-6.86,-7.45,-1.27
1555,-6.86,-7.45,-1.47
1556,-6.86,-7.45,-1.47
1557,-6.86,-7.45,-1.67
1558,-6.96,-7.55,-1.96
1559,-6.96,-7.45,-1.96
1560,-6.96,-7.45,-1.86
1561,-6.96,-7.45,-1.67
1562,-6.86,-7.26,-1.57
1563,-6.86,-7.45,-1.57
1564,-6.86,-7.45,-1.47
1565,-6.77,-7.26,-1.47
1566,-6.77,-7.26,-1.47
1567,-6.77,-7.26,-1.47
1568,-6.86,-7.26,-1.47
1569,-6.86,-7.26,-1.47
1570,-6.96,-7.26,-1.47
1571,-6.96,-7.26,-1.47
1572,-6.96,-7.26,-1.47
1573,-6.96,-7.26,-1.47
1574,-6.86,-7.26,-1.27
1575,-6.86,-7.26,-1.27
1576,-6.86,-7.45,-1.27
1577,-6.86,-7.45,-1.27
1578,-6.86,-7.45,-1.27
1579,-6.86,-7.45,-1.47
1580,-6.86,-7.45,-1.47
1581,-6.86,-7.45,-1.57
1582,-6.96,-7.45,-1.47
1583,-6.96,-7.45,-1.47
1584,-7.16,-7.45,-1.57
1585,-7.16,-7.45,-1.57
1586,-7.16,-7.45,-1.57
1587,-6.96,-7.45,-1.57
1588,-6.96,-7.45,-1.57
1589,-6.96,-7.45,-1.57
1590,-6.86,-7.45,-1.57
1591,-6.86,-7.45,-1.57
1592,-6.86,-7.55,-1.47
1593,-6.86,-7.45,-1.47
1594,-6.86,-7.55,-1.47
1595,-6.86,-7.45,-1.47
1596,-6.96,-7.45,-1.47
1597,-6.96,-7.45,-1.47
1598,-6.96,-7.45,-1.47
1599,-6.86,-7.26,-1.47
1600,-6.86,-7.26,-1.47
1601,-6.86,-7.26,-1.47
1602,-6.86,-7.45,-1.47
1603,-6.86,-7.45,-1.47
1604,-6.86,-7.45,-1.47
